标题,关键字
基于RBAC的权限管理系统的设计与实现,"['RBAC', 'Spring', '访问控制', '拦截器']"
面向全局管理的高校设备管理信息系统的设计与开发,"['设备管理', 'Spring框架', '事务管理']"
基于开源框架的物流管理系统的研究,"['J2EE', 'Struts', 'Hibernate', 'Spring']"
基于Web应用的Spring框架的分析与研究,"['Spring', 'IoC', 'AOP', 'O/R映射', '轻量级框架']"
基于J2EE轻量级架构的资源应用平台框架重构及实现,"['轻量级', '架构', 'Spring', 'DWR', '重构', '资源应用']"
基于StrutsSpringHibernate架构的综合积分系统的研究与实现,"['J2EE', '架构', 'Struts', 'Spring', 'Hibernate']"
基于ASSH框架的J2EE Web应用与实现,"['Struts', 'Spring', 'Hibernate', 'Ajax', 'ASSH', '应用']"
基于Ajax和J2EE的Web应用架构研究与设计,"['Web2.0', 'J2EE平台', 'Ajax框架', 'MVC模型']"
轻量级J2EE框架的研究与应用,"['J2EE', 'MVC设计模式', 'Struts', 'Spring', 'Hibernate']"
轻量级框架在网上购物系统中的应用研究,"['J2EE平台技术', 'WEB应用', '轻量级框架']"
基于JAVAEE多层框架的工程设备维护查询管理系统,"['JAVAEE', 'Struts', 'Spring', 'Hibernate', '多层框架']"
基于J2EE技术的现代物流管理系统的设计与实现,"['J2EE', '订购系统', 'Java', '物流管理系统']"
开源技术StrutsSpringHibernate在MIS开发中的应用研究,"['Spring', 'Struts', 'Hibernate', '整合', 'MVC模式']"
烟草行业财务监管平台的设计与实现,"['财务', '监管', 'J2EE']"
基于J2EE的UPS网络化集中管理系统的研究与实现,"['J2EE', 'UPS Manager', 'B/S结构', 'Spring架构', 'Quartz']"
基于轻量级J2EE的企业应用集成模型及其在商务领域的应用实证研究,"['企业应用集成', 'J2EE', '轻量级框架', 'Spring', 'Hibernate']"
基于SpringJPA框架的电子政务基础平台的研究与实现,['nan']
轻量级JavaEE信息安全实验管理的设计和实现,"['轻量级', '教学管理', 'Struts 2', 'Spring', 'iBATIS']"
SSH框架实验教学管理研究,"['Spring', 'AOP', 'Acegi', '实验平台']"
基于J2EE架构的AWSH整合框架设计与应用,"['J2EE', 'MVC模式', '开源框架', '框架整合']"
中航信呼叫中心系统多媒体任务模块的设计与实现,"['多媒体任务', '分层', 'WebWork框架', 'Spring框架', 'Hibernate框架']"
Spring框架下同时配置Hibernate和Jdbc的探索,"['Hibernate', 'Spring', 'Jdbc']"
基于Spring框架的北京林业大学图书馆门户系统设计与实现,"['门户系统', '统一身份认证', 'Spring框架', 'Portlet技术']"
基于轻量级J2EE的工作流引擎的研究与设计,"['工作流', '工作流管理系统', '工作流引擎', '工作流模型']"
基于SpringStrutsHibernate的Web项目设计与研究,"['J2EE', 'Spring', 'Struts', 'Hibernate']"
基于SSH框架的电网科研管理平台的研究与开发,"['科研项目管理', '科研管理平台', 'Struts', 'Hibernate', 'Spring', 'SSH框架']"
基于轻量级J2EE框架的WEB信息系统的研究和应用,"['轻量级', 'J2EE', 'O/R mapping', 'IoC', 'Spring']"
基于BS模式的水电企业MIS系统底层框架设计与实现,"['水电企业', 'MIS系统', 'SSH框架', 'J2EE平台']"
基于Spring架构和Hibernate数据持久化的开发方法的研究及其应用,"['Spring框架', 'Hibernate框架', 'Ant', 'XDoclet']"
基于Ajax技术与J2EE框架的Web应用研究与实现,"['Web应用', 'SSH集成框架', 'Ajax技术']"
J2EE轻量级容器的研究与应用,"['面向方面编程', '控制反转', '非功能性需求', '轻量级容器']"
基于J2EE架构的职业技能鉴定系统的研究与实现,"['JSF', 'Spring', 'iBATIS', 'MVC', '职业技能鉴定']"
基于RBAC的权限管理组件的设计与实现,"['基于角色的访问控制(RBAC)', 'Spring', 'ibatis', '权限管理组件']"
基于SSH整合架构的应用研究,"['整合架构', 'MVC', 'Struts', 'Spring', 'Hibernate']"
基于J2EE平台的轻量级框架的应用研究,"['J2EE', '轻量级', 'IoC', 'O/R映射']"
使用JSFSpringHibernate开发web应用,"['JSF框架', 'Spring框架', 'Hibernate框架', 'web应用']"
基于Spring框架的信息系统模型层的设计与实现,"['Spring', '信息', '管理系统']"
基于轻量级J2EE框架的网络教学系统,"['轻量级', 'Spring框架', 'Hibernate框架', 'Struts框架', '网络教学']"
基于Spring和ArcIMS的WEBGIS的设计与实现研究,"['WebGIS', 'Spring', 'MVC', 'XML']"
基于Spring框架与HibernateStruts的整合研究,"['Spring', 'Hibernate', 'Struts', '整合']"
基于StrutsHibernateSpring框架整合的xx边防支队资产管理系统的研究与开发,"['Struts', 'Spring', 'Hiberante', '框架', '资产', '管理系统']"
基于Web Service及Eclipse胖客户端的网络管理告警系统的设计与研究,"['告警系统', 'Eclipse胖客户端', '控制反转', 'Web Service']"
基于J2EE轻型架构的订单系统设计,"['订单系统', 'J2EE轻型架构', '设计模式']"
基于轻量级J2EE框架的实训管理系统的设计与实现,"['J2EE', '轻量级框架', 'Struts', 'Spring', '实训管理']"
采用构件化技术的电子商务系统设计与实现,"['电子商务', '框架', 'Spring', 'Hibernate', 'Acegi']"
基于多框架的黄金交易系统的研究与实现,"['Struts', 'Spring', 'Hibernate', '多框架', 'J2EE']"
基于SOA的呼叫中心增值业务平台的设计与实现,"['面向服务架构', '企业服务总线', 'MVC', 'AOP', 'ORM']"
具有缓存机制的数据交换模型的研究与实现,"['数据交换', 'Spring', 'JMS', '缓存']"
基于MVC模式的物流信息系统的研究与实现,"['MVC', 'Struts2', 'Spring', 'Hibernate', '物流信息系统']"
商品数据库系统中的软件框架集成应用技术,"['框架集成', 'Struts', 'Spring', 'Hibernate']"
基于NET平台的第三方物流管理信息系统的构建,"['第三方物流', '管理信息系统', '.NET平台', 'SPRING框架']"
外籍教师聘用管理信息系统的设计与实现,"['J2EE平台', 'MVC', 'Struts', 'Spring', 'Hibernate']"
基于J2EE轻量级框架组合的消费信贷系统的实现,"['Java 2 Enterprise Edition(J2EE)', '轻量级框架', 'Spring', 'Struts', 'Hibernate', '消费信贷系统']"
基于StrutsHibernateSpring架构的船舶数字化平台的设计与实现,"['框架', 'J2EE', 'Mvc', 'Struts', 'Hibernate', 'Spring']"
Spring框架中IoC的实现,"['轻量级框架', 'Springframework', 'IoC', '控制倒转', '依赖注入']"
基于Spring框架的轻量级J2EE架构与应用,"['Spring框架', 'J2EE', '依赖注入', '轻量级']"
基于Spring的电子政务系统的设计与实现,"['Spring框架', '电子政务系统']"
Spring框架在J2EE中的应用,"['J2EE', 'Spring框架', '应用']"
基于Spring的Acegi安全框架及其应用研究,"['J2EE', 'Spring', 'Acegi安全框架', '安全', 'WEB应用']"
基于Java EE技术的实验教学平台的开发与建设,"['实验教学', '软件类课程', 'Hibernate框架', 'Struts框架', 'Spring框架']"
SPRINGHIBERNATE构建企业级Web服务的研究,"['SPRING框架', 'HIBERNATE', 'Web服务']"
基于REST的轻量级J2EE架构实现,['nan']
事件驱动编程在面向方面软件开发中的应用,"['面向方面软件开发', '事件驱动编程', 'SpringAOP', 'Mock对象']"
Web层开发框架的分析与研究,"['Web开发框架', 'Struts框架', 'Spring框架', 'Hibernate框架', 'Jsf框架']"
基于J2EE的企业能源管理的研究,"['企业能源管理', 'J2EE', 'Struts', 'Spring', 'Hibernate']"
基于Java EE的飞机排班系统研究,"['Java EE', 'Spring', 'Hibernate', '模拟退火算法', '安全策略', '飞机排班系统']"
基于Lucene和HTML Parser技术的搜索引擎的设计与实现,"['垂直搜索引擎', '搜索引擎', '网络机器人']"
基于轻量级J2EE的Web电子邮件系统的实现,"['Web电子邮件', 'JavaMail', 'Struts', 'Hibernate', 'Spring']"
基于Java EE平台的远程诊断系统的开发和研究,"['Java EE', 'MVC', 'Struts', 'Spring', 'Hibernate', '远程诊断系统']"
基于J2EE多层框架的研究及在电子政务系统模型中的应用,"['J2EE', '科技项目申报审批系统', 'Struts', 'Spring', 'Hibernate']"
电子商务平台的J2EE开源解决方案,"['电子商务', 'J2EE', '开源', 'Tapestry', 'Spring', 'Hibernate']"
Spring技术在J2EE系统构建中的应用,"['面向方面编程', 'Spring', 'Struts', 'Hibernate']"
协同工作元过程配置模型研究,"['元过程配置', '协同工作流', '元模型表示', '模板结构', '设计模式', 'ACME表示']"
一个无线增值业务系统及其安全机制的设计实现,"['J2EE', 'Structs框架', 'Spring框架', 'RBAC', 'Acegi']"
基于SSH架构的代码自动生成技术的研究,"['Struts', 'Spring', 'Hibernate', 'Xdoclet', 'Middlegen', '代码自动生成']"
JAVA轻量级架构在电子商务系统中的应用与实现,"['电子商务', 'Struts', 'Spring', 'Hibernate', '架构']"
基于轻量级开源件的分层Web应用通用框架设计,"['轻量级开源件', 'Web应用框架', '层次结构', 'J2EE']"
轻量级J2EE框架电子商务应用研究,"['轻量级', 'J2EE框架', 'Ajax', 'O/RMapping']"
基于Spring框架ApplicationEvent事件类的MVC编程,"['MVC', 'Spring', '控制反转']"
基于J2EE多层框架的保险营销管理信息系统设计与实现,"['Spring', 'Hibernate', 'XML', '保险营销']"
基于角色的Acegi权限控制的初步研究,"['Acegi', '角色', '认证', '授权']"
邮政信息设备登记系统的分析设计及实现,"['设备', '登记', '面向对象', 'UML', 'SPRING', 'IBATIS']"
基于Spring框架的Web Services系统整合与研究,"['Spring', 'Web Services', 'IoC(Inversion of Control)', 'AOP(Aspect-Oriented Programming)']"
WebGIS开发技术及SpringMVC安防系统构建,"['WebGIS', 'MapXtreme', 'Spring框架', '安防系统']"
社会考试通用网上报名及编排系统的设计与实现,"['网上报名', '社会考试', '编排', 'Java', '系统']"
基于WebWorkSpringHiberante架构的Web应用的研究与实现,"['WebWork', 'Spring', '框架', '设计模式']"
Spring Framework与AJAX,"['Spring', 'AOP', 'AJAX']"
基于Spring框架的工作流引擎设计与实现,"['OA系统', '工作流', '工作流引擎', 'Spring']"
基于Eclipse平台下的设备管理系统开发研究,"['Eclipse', '插件', '设备管理', 'Ajax', 'Spring框架', 'Struts', 'Hibernate']"
基于语义标注的中医药数据加工平台,"['语义标注', '中医药科学数据', '本体', 'RDF', '语义网']"
基于Spring框架远程培训平台架构设计,"['Spring', 'Struts', 'Hibernate', '软件架构']"
基于软构件技术的OA系统的设计与实现,"['OA系统', '软构件', '正交', 'Spring']"
一种轻量级J2EE解决方案及其实现,"['轻量级J2EE', 'TopLink框架', 'Spring框架', '对象/关系映射', 'Spring-TopLink集成']"
基于JSFSpringHibernate框架的web系统开发平台研究,"['JSF框架', 'Spring框架', 'Hibernate框架']"
基于远程加载的Spring框架BeanFactory的实现,"['反向控制', 'Bean', 'Spring', '依赖注射']"
基于Spring的网络管理系统设计与开发,"['网络管理系统', 'Spring框架', '分层模式']"
基于JSF和Spring的WEB应用架构,"['解耦思想', 'Spring', 'IOC模式', 'JSF']"
Spring框架的分析研究,"['Spring框架', 'EJB', '电子商务平台', 'J2EE']"
一种规范Web开发框架的研究与实现,"['Web应用', 'JSF', 'Spring', 'TopLink', '开发框架']"
Spring应用开发框架,['nan']
基于开源框架的CRM系统研究及开发,"['Spring', 'AJAX技术', 'CRM', '客户模型']"
HibernateStruts与Spring框架在输电线路管理中的应用,"['框架', 'Hibemate', 'Struts', 'Spring', '输电线路管理', 'B/S']"
基于Spring的政务系统通用框架,"['电子政务', '通用框架', '业务逻辑', 'Ajax', 'Hibernate', 'Spring']"
基于Spring与Hibernate的网络故障管理系统的研究,"['网络管理系统', '故障管理', 'Spring框架', 'Hibernate技术']"
J2EE轻量级框架构建即时通讯系统,"['轻量级框架', 'Hibernate', 'Spring', 'Ajax', 'DWR']"
基于事件的EPON网络故障管理,"['EPON', '网络管理', '故障管理', 'Spring框架']"
基于Spring的教育资源管理系统的研究与实现,"['网络教育', '学习对象元数据', 'Spring框架', '资源管理']"
基于WEB的税收申报系统的设计与实现,"['MVC', 'Struts', 'Spring', '金税工程', '电子申报']"
基于J2EE的短信平台的设计与实现,"['短信平台', 'Struts框架', 'Spring框架', 'Hibernate框架']"
基于Spring框架构建网络管理系统,"['网络管理系统', 'Spring框架', 'Web']"
Struts框架及Spring框架的模式分析,"['Struts', 'Spring', '框架', 'MVC模式', '设计模式', 'J2EE模式', 'IoC']"
基于网格的信息发布系统开发与研究,"['网格服务', '功能定制', '信息发布', 'spring框架']"
基于J2EE的上海财税综合征管系统办税员子系统设计与实现,"['J2EE核心模式', 'CTAIS', 'Spring', 'Hibernate', '财税征管']"
浙江电信号码百事通位置服务增值系统设计与实现,"['号码百事通', 'Spring', 'Hibernate', 'DAO', 'MVC']"
基于J2EE的电子政务平台框架技术的研究,"['架构', '电子政务', 'J2EE', 'Struts', 'Spring', 'Hibernate']"
多层框架技术的研究与应用,"['J2EE', 'Struts', 'Spring', 'Hibernate']"
基于Spring和ArcIMS的WebGIS开发方法研究,"['WebGIS', 'ArcIMS', 'Spring', 'MVC', 'XML']"
基于StrutsSpringHibernate的企业级WEB应用框架的研究,"['J2EE', 'Struts', 'Spring', 'Hibernate', 'Web应用框架']"
Spring轻量级框架在项目管理信息系统开发中的应用研究,"['Spring框架', 'J2EE', '控制反转', '面向方面编程']"
轻量级框架在企业级Web开发中的应用研究以成都市成华区财政局国有资产管理系统为例,"['POJO', '轻量级框架', 'Spring', 'AMS']"
Java EE模式框架在中小企业Web实施应用中的研究,"['Java模式', 'MVC', 'IoC', 'AOP', 'Spring', 'Hibernate', 'Struts']"
基于J2EE FrameWork的条码管理系统的设计与研究,"['J2EE', '框架', '条码']"
基于开源框架的电子信息技术转移平台的设计与实现,"['Spring', 'Hibernate', '技术转移平台', '开源框架']"
基于Spring开源框架的校园CRM系统的设计与实现,"['校园CRM', 'Spring框架', 'J2EE', '轻量级框架']"
基于Spring的留学信息平台的设计和实现,"['信息平台', '留学服务', 'Spring', 'Struts', 'MVC']"
基于开源架构的大学生信用服务系统的设计与实现,"['Struts', 'Spring', 'Hibernate', '系统管理']"
基于Spring框架的短信通道系统的设计与实现,"['短信通道系统', 'Spring框架', 'IoC', 'AOP']"
支持工作流管理的软件集成框架研究与应用,"['软件框架', '工作流', 'Web组件', 'J2EE', 'MVC', 'LouShang', 'Struts', 'Spring']"
基于Spring框架的公安国保信息系统的研究与实现,"['公安国保信息系统', 'Spring框架', 'BISHD模式']"
基于J2EE的公路工程信息管理系统的研究与设计,"['反转控制', '框架', '面向方面的编程', '容器']"
